date,instrument_id,instrument_description,asset_class,price,yield_pct,spread_bps,implied_vol_pct,px_bid,px_ask,px_mid,price_type,source,last_update_utc
2026-07-22,ACGB-3.0-2033,ACGB 3.0% 2033,RATES,,3.0271,,,97.59,97.629,97.6095,CLEAN,PRICING_LIB,2026-07-22T09:05:00Z
2026-07-23,ACGB-3.0-2033,ACGB 3.0% 2033,RATES,,3.0114,,,97.7463,97.7855,97.7659,CLEAN,PRICING_LIB,2026-07-23T09:05:00Z
2026-07-24,ACGB-3.0-2033,ACGB 3.0% 2033,RATES,,3.0065,,,97.7958,97.835,97.8154,CLEAN,PRICING_LIB,2026-07-24T09:05:00Z
2026-07-27,ACGB-3.0-2033,ACGB 3.0% 2033,RATES,,3.0146,,,97.7143,97.7533,97.7338,CLEAN,PRICING_LIB,2026-07-27T09:05:00Z
2026-07-28,ACGB-3.0-2033,ACGB 3.0% 2033,RATES,,3.0159,,,97.7016,97.7406,97.7211,CLEAN,PRICING_LIB,2026-07-28T09:05:00Z
2026-07-29,ACGB-3.0-2033,ACGB 3.0% 2033,RATES,,3.0023,,,97.8371,97.8763,97.8567,CLEAN,PRICING_LIB,2026-07-29T09:05:00Z
2026-07-30,ACGB-3.0-2033,ACGB 3.0% 2033,RATES,,2.9877,,,97.9836,98.0228,98.0032,CLEAN,PRICING_LIB,2026-07-30T09:05:00Z
2026-07-31,ACGB-3.0-2033,ACGB 3.0% 2033,RATES,,2.9826,,,98.0342,98.0734,98.0538,CLEAN,PRICING_LIB,2026-07-31T09:05:00Z
2026-08-03,ACGB-3.0-2033,ACGB 3.0% 2033,RATES,,2.9787,,,98.0736,98.1128,98.0932,CLEAN,PRICING_LIB,2026-08-03T09:05:00Z
2026-08-04,ACGB-3.0-2033,ACGB 3.0% 2033,RATES,,2.9849,,,98.0111,98.0503,98.0307,CLEAN,PRICING_LIB,2026-08-04T09:05:00Z
2026-08-05,ACGB-3.0-2033,ACGB 3.0% 2033,RATES,,2.9912,,,97.9488,97.988,97.9684,CLEAN,PRICING_LIB,2026-08-05T09:05:00Z
2026-07-03,ORION-2.6-2029,Orion Holdings 2.6% 2029,CREDIT,,3.0,,,98.1304,98.1696,98.15,CLEAN,PRICING_LIB,2026-07-03T09:05:00Z
2026-07-06,ORION-2.6-2029,Orion Holdings 2.6% 2029,CREDIT,,2.9991,,,98.1397,98.1789,98.1593,CLEAN,PRICING_LIB,2026-07-06T09:05:00Z
2026-07-07,ORION-2.6-2029,Orion Holdings 2.6% 2029,CREDIT,,3.012,,,98.0101,98.0493,98.0297,CLEAN,PRICING_LIB,2026-07-07T09:05:00Z
2026-07-08,ORION-2.6-2029,Orion Holdings 2.6% 2029,CREDIT,,3.0218,,,97.9127,97.9519,97.9323,CLEAN,PRICING_LIB,2026-07-08T09:05:00Z
2026-07-09,ORION-2.6-2029,Orion Holdings 2.6% 2029,CREDIT,,3.0244,,,97.8864,97.9256,97.906,CLEAN,PRICING_LIB,2026-07-09T09:05:00Z
2026-07-10,ORION-2.6-2029,Orion Holdings 2.6% 2029,CREDIT,,3.0372,,,97.7588,97.798,97.7784,CLEAN,PRICING_LIB,2026-07-10T09:05:00Z
2026-07-13,ORION-2.6-2029,Orion Holdings 2.6% 2029,CREDIT,,3.0249,,,97.8818,97.921,97.9014,CLEAN,PRICING_LIB,2026-07-13T09:05:00Z
2026-07-14,ORION-2.6-2029,Orion Holdings 2.6% 2029,CREDIT,,3.025,,,97.8809,97.9201,97.9005,CLEAN,PRICING_LIB,2026-07-14T09:05:00Z
2026-07-15,ORION-2.6-2029,Orion Holdings 2.6% 2029,CREDIT,,3.0286,,,97.8444,97.8836,97.864,CLEAN,PRICING_LIB,2026-07-15T09:05:00Z
2026-07-16,ORION-2.6-2029,Orion Holdings 2.6% 2029,CREDIT,,3.034,,,97.7903,97.8295,97.8099,CLEAN,PRICING_LIB,2026-07-16T09:05:00Z
2026-07-17,ORION-2.6-2029,Orion Holdings 2.6% 2029,CREDIT,,3.0159,,,97.9712,98.0104,97.9908,CLEAN,PRICING_LIB,2026-07-17T09:05:00Z
2026-07-20,ORION-2.6-2029,Orion Holdings 2.6% 2029,CREDIT,,3.0195,,,97.9355,97.9747,97.9551,CLEAN,PRICING_LIB,2026-07-20T09:05:00Z
2026-07-21,ORION-2.6-2029,Orion Holdings 2.6% 2029,CREDIT,,3.01,,,98.0309,98.0701,98.0505,CLEAN,PRICING_LIB,2026-07-21T09:05:00Z
2026-07-22,ORION-2.6-2029,Orion Holdings 2.6% 2029,CREDIT,,3.0069,,,98.0613,98.1005,98.0809,CLEAN,PRICING_LIB,2026-07-22T09:05:00Z
2026-07-23,ORION-2.6-2029,Orion Holdings 2.6% 2029,CREDIT,,3.0002,,,98.128,98.1672,98.1476,CLEAN,PRICING_LIB,2026-07-23T09:05:00Z
2026-07-24,ORION-2.6-2029,Orion Holdings 2.6% 2029,CREDIT,,3.0071,,,98.0597,98.0989,98.0793,CLEAN,PRICING_LIB,2026-07-24T09:05:00Z
2026-07-27,ORION-2.6-2029,Orion Holdings 2.6% 2029,CREDIT,,2.9954,,,98.1763,98.2155,98.1959,CLEAN,PRICING_LIB,2026-07-27T09:05:00Z
2026-07-28,ORION-2.6-2029,Orion Holdings 2.6% 2029,CREDIT,,3.0034,,,98.0969,98.1361,98.1165,CLEAN,PRICING_LIB,2026-07-28T09:05:00Z
2026-07-29,ORION-2.6-2029,Orion Holdings 2.6% 2029,CREDIT,,2.9984,,,98.1467,98.1859,98.1663,CLEAN,PRICING_LIB,2026-07-29T09:05:00Z
2026-07-30,ORION-2.6-2029,Orion Holdings 2.6% 2029,CREDIT,,3.0121,,,98.0097,98.0489,98.0293,CLEAN,PRICING_LIB,2026-07-30T09:05:00Z
2026-07-31,ORION-2.6-2029,Orion Holdings 2.6% 2029,CREDIT,,3.022,,,97.9102,97.9494,97.9298,CLEAN,PRICING_LIB,2026-07-31T09:05:00Z
2026-08-03,ORION-2.6-2029,Orion Holdings 2.6% 2029,CREDIT,,3.013,,,98.0005,98.0397,98.0201,CLEAN,PRICING_LIB,2026-08-03T09:05:00Z
2026-08-04,ORION-2.6-2029,Orion Holdings 2.6% 2029,CREDIT,,3.0166,,,97.9645,98.0037,97.9841,CLEAN,PRICING_LIB,2026-08-04T09:05:00Z
2026-08-05,ORION-2.6-2029,Orion Holdings 2.6% 2029,CREDIT,,3.0272,,,97.858,97.8972,97.8776,CLEAN,PRICING_LIB,2026-08-05T09:05:00Z
2026-07-03,VERTEX-3.1-2028,Vertex Industries 3.1% 2028,CREDIT,,3.0,,,100.3999,100.4401,100.42,CLEAN,PRICING_LIB,2026-07-03T09:05:00Z
2026-07-06,VERTEX-3.1-2028,Vertex Industries 3.1% 2028,CREDIT,,2.9959,,,100.4406,100.4808,100.4607,CLEAN,PRICING_LIB,2026-07-06T09:05:00Z
2026-07-07,VERTEX-3.1-2028,Vertex Industries 3.1% 2028,CREDIT,,2.9888,,,100.5123,100.5525,100.5324,CLEAN,PRICING_LIB,2026-07-07T09:05:00Z
2026-07-08,VERTEX-3.1-2028,Vertex Industries 3.1% 2028,CREDIT,,3.0153,,,100.2474,100.2876,100.2675,CLEAN,PRICING_LIB,2026-07-08T09:05:00Z
2026-07-09,VERTEX-3.1-2028,Vertex Industries 3.1% 2028,CREDIT,,3.0087,,,100.3128,100.353,100.3329,CLEAN,PRICING_LIB,2026-07-09T09:05:00Z
2026-07-10,VERTEX-3.1-2028,Vertex Industries 3.1% 2028,CREDIT,,3.0226,,,100.1741,100.2141,100.1941,CLEAN,PRICING_LIB,2026-07-10T09:05:00Z
2026-07-13,VERTEX-3.1-2028,Vertex Industries 3.1% 2028,CREDIT,,3.0108,,,100.292,100.3322,100.3121,CLEAN,PRICING_LIB,2026-07-13T09:05:00Z
2026-07-14,VERTEX-3.1-2028,Vertex Industries 3.1% 2028,CREDIT,,3.017,,,100.2304,100.2706,100.2505,CLEAN,PRICING_LIB,2026-07-14T09:05:00Z
2026-07-15,VERTEX-3.1-2028,Vertex Industries 3.1% 2028,CREDIT,,3.0257,,,100.1431,100.1831,100.1631,CLEAN,PRICING_LIB,2026-07-15T09:05:00Z
2026-07-16,VERTEX-3.1-2028,Vertex Industries 3.1% 2028,CREDIT,,3.02,,,100.2005,100.2405,100.2205,CLEAN,PRICING_LIB,2026-07-16T09:05:00Z
2026-07-17,VERTEX-3.1-2028,Vertex Industries 3.1% 2028,CREDIT,,2.9982,,,100.4179,100.4581,100.438,CLEAN,PRICING_LIB,2026-07-17T09:05:00Z
2026-07-20,VERTEX-3.1-2028,Vertex Industries 3.1% 2028,CREDIT,,3.0042,,,100.3582,100.3984,100.3783,CLEAN,PRICING_LIB,2026-07-20T09:05:00Z
2026-07-21,VERTEX-3.1-2028,Vertex Industries 3.1% 2028,CREDIT,,2.9987,,,100.4124,100.4526,100.4325,CLEAN,PRICING_LIB,2026-07-21T09:05:00Z
2026-07-22,VERTEX-3.1-2028,Vertex Industries 3.1% 2028,CREDIT,,2.9839,,,100.5605,100.6007,100.5806,CLEAN,PRICING_LIB,2026-07-22T09:05:00Z
2026-07-23,VERTEX-3.1-2028,Vertex Industries 3.1% 2028,CREDIT,,2.9981,,,100.419,100.4592,100.4391,CLEAN,PRICING_LIB,2026-07-23T09:05:00Z
2026-07-24,VERTEX-3.1-2028,Vertex Industries 3.1% 2028,CREDIT,,2.9888,,,100.512,100.5522,100.5321,CLEAN,PRICING_LIB,2026-07-24T09:05:00Z
2026-07-27,VERTEX-3.1-2028,Vertex Industries 3.1% 2028,CREDIT,,2.9831,,,100.5687,100.6089,100.5888,CLEAN,PRICING_LIB,2026-07-27T09:05:00Z
2026-07-28,VERTEX-3.1-2028,Vertex Industries 3.1% 2028,CREDIT,,2.9859,,,100.5412,100.5814,100.5613,CLEAN,PRICING_LIB,2026-07-28T09:05:00Z
2026-07-29,VERTEX-3.1-2028,Vertex Industries 3.1% 2028,CREDIT,,2.9898,,,100.502,100.5422,100.5221,CLEAN,PRICING_LIB,2026-07-29T09:05:00Z
2026-07-30,VERTEX-3.1-2028,Vertex Industries 3.1% 2028,CREDIT,,3.0007,,,100.3928,100.433,100.4129,CLEAN,PRICING_LIB,2026-07-30T09:05:00Z
2026-07-31,VERTEX-3.1-2028,Vertex Industries 3.1% 2028,CREDIT,,3.0038,,,100.3622,100.4024,100.3823,CLEAN,PRICING_LIB,2026-07-31T09:05:00Z
2026-08-03,VERTEX-3.1-2028,Vertex Industries 3.1% 2028,CREDIT,,3.0012,,,100.388,100.4282,100.4081,CLEAN,PRICING_LIB,2026-08-03T09:05:00Z
2026-08-04,VERTEX-3.1-2028,Vertex Industries 3.1% 2028,CREDIT,,2.9929,,,100.4712,100.5114,100.4913,CLEAN,PRICING_LIB,2026-08-04T09:05:00Z
2026-08-05,VERTEX-3.1-2028,Vertex Industries 3.1% 2028,CREDIT,,2.9846,,,100.5541,100.5943,100.5742,CLEAN,PRICING_LIB,2026-08-05T09:05:00Z
2026-07-03,KESTREL-4.0-2030,Kestrel Energy 4.0% 2030,CREDIT,,3.0,,,95.6809,95.7191,95.7,CLEAN,PRICING_LIB,2026-07-03T09:05:00Z
2026-07-06,KESTREL-4.0-2030,Kestrel Energy 4.0% 2030,CREDIT,,2.9958,,,95.7226,95.7608,95.7417,CLEAN,PRICING_LIB,2026-07-06T09:05:00Z
2026-07-07,KESTREL-4.0-2030,Kestrel Energy 4.0% 2030,CREDIT,,3.0078,,,95.6028,95.641,95.6219,CLEAN,PRICING_LIB,2026-07-07T09:05:00Z
2026-07-08,KESTREL-4.0-2030,Kestrel Energy 4.0% 2030,CREDIT,,3.0109,,,95.5717,95.6099,95.5908,CLEAN,PRICING_LIB,2026-07-08T09:05:00Z
2026-07-09,KESTREL-4.0-2030,Kestrel Energy 4.0% 2030,CREDIT,,3.0187,,,95.4934,95.5316,95.5125,CLEAN,PRICING_LIB,2026-07-09T09:05:00Z
2026-07-10,KESTREL-4.0-2030,Kestrel Energy 4.0% 2030,CREDIT,,3.0279,,,95.4015,95.4397,95.4206,CLEAN,PRICING_LIB,2026-07-10T09:05:00Z
2026-07-13,KESTREL-4.0-2030,Kestrel Energy 4.0% 2030,CREDIT,,3.0451,,,95.2301,95.2681,95.2491,CLEAN,PRICING_LIB,2026-07-13T09:05:00Z
2026-07-14,KESTREL-4.0-2030,Kestrel Energy 4.0% 2030,CREDIT,,3.0471,,,95.2105,95.2485,95.2295,CLEAN,PRICING_LIB,2026-07-14T09:05:00Z
2026-07-15,KESTREL-4.0-2030,Kestrel Energy 4.0% 2030,CREDIT,,3.0457,,,95.2237,95.2617,95.2427,CLEAN,PRICING_LIB,2026-07-15T09:05:00Z
2026-07-16,KESTREL-4.0-2030,Kestrel Energy 4.0% 2030,CREDIT,,3.0561,,,95.1202,95.1582,95.1392,CLEAN,PRICING_LIB,2026-07-16T09:05:00Z
2026-07-17,KESTREL-4.0-2030,Kestrel Energy 4.0% 2030,CREDIT,,3.0487,,,95.1945,95.2325,95.2135,CLEAN,PRICING_LIB,2026-07-17T09:05:00Z
2026-07-20,KESTREL-4.0-2030,Kestrel Energy 4.0% 2030,CREDIT,,3.0687,,,94.9937,95.0317,95.0127,CLEAN,PRICING_LIB,2026-07-20T09:05:00Z
2026-07-21,KESTREL-4.0-2030,Kestrel Energy 4.0% 2030,CREDIT,,3.0624,,,95.0571,95.0951,95.0761,CLEAN,PRICING_LIB,2026-07-21T09:05:00Z
2026-07-22,KESTREL-4.0-2030,Kestrel Energy 4.0% 2030,CREDIT,,3.0636,,,95.0453,95.0833,95.0643,CLEAN,PRICING_LIB,2026-07-22T09:05:00Z
2026-07-23,KESTREL-4.0-2030,Kestrel Energy 4.0% 2030,CREDIT,,3.0634,,,95.0469,95.0849,95.0659,CLEAN,PRICING_LIB,2026-07-23T09:05:00Z
2026-07-24,KESTREL-4.0-2030,Kestrel Energy 4.0% 2030,CREDIT,,3.0655,,,95.0256,95.0636,95.0446,CLEAN,PRICING_LIB,2026-07-24T09:05:00Z
2026-07-27,KESTREL-4.0-2030,Kestrel Energy 4.0% 2030,CREDIT,,3.0587,,,95.0944,95.1324,95.1134,CLEAN,PRICING_LIB,2026-07-27T09:05:00Z
2026-07-28,KESTREL-4.0-2030,Kestrel Energy 4.0% 2030,CREDIT,,3.0555,,,95.1256,95.1636,95.1446,CLEAN,PRICING_LIB,2026-07-28T09:05:00Z
2026-07-29,KESTREL-4.0-2030,Kestrel Energy 4.0% 2030,CREDIT,,3.0591,,,95.0896,95.1276,95.1086,CLEAN,PRICING_LIB,2026-07-29T09:05:00Z
2026-07-30,KESTREL-4.0-2030,Kestrel Energy 4.0% 2030,CREDIT,,3.0588,,,95.093,95.131,95.112,CLEAN,PRICING_LIB,2026-07-30T09:05:00Z
2026-07-31,KESTREL-4.0-2030,Kestrel Energy 4.0% 2030,CREDIT,,3.0597,,,95.0841,95.1221,95.1031,CLEAN,PRICING_LIB,2026-07-31T09:05:00Z
2026-08-03,KESTREL-4.0-2030,Kestrel Energy 4.0% 2030,CREDIT,,3.0629,,,95.0519,95.0899,95.0709,CLEAN,PRICING_LIB,2026-08-03T09:05:00Z
2026-08-04,KESTREL-4.0-2030,Kestrel Energy 4.0% 2030,CREDIT,,3.0583,,,95.0977,95.1357,95.1167,CLEAN,PRICING_LIB,2026-08-04T09:05:00Z
2026-08-05,KESTREL-4.0-2030,Kestrel Energy 4.0% 2030,CREDIT,,3.0552,,,95.1291,95.1671,95.1481,CLEAN,PRICING_LIB,2026-08-05T09:05:00Z
2026-07-03,CDS-ORION-5Y,CDS Orion Holdings 5Y,CREDIT,,,88.0,,87.12,88.88,88.0,SPREAD,PRICING_LIB,2026-07-03T09:05:00Z
2026-07-06,CDS-ORION-5Y,CDS Orion Holdings 5Y,CREDIT,,,87.2242,,86.352,88.0964,87.2242,SPREAD,PRICING_LIB,2026-07-06T09:05:00Z
2026-07-07,CDS-ORION-5Y,CDS Orion Holdings 5Y,CREDIT,,,86.9485,,86.079,87.818,86.9485,SPREAD,PRICING_LIB,2026-07-07T09:05:00Z
2026-07-08,CDS-ORION-5Y,CDS Orion Holdings 5Y,CREDIT,,,88.5865,,87.7006,89.4724,88.5865,SPREAD,PRICING_LIB,2026-07-08T09:05:00Z
2026-07-09,CDS-ORION-5Y,CDS Orion Holdings 5Y,CREDIT,,,89.7741,,88.8764,90.6718,89.7741,SPREAD,PRICING_LIB,2026-07-09T09:05:00Z
2026-07-10,CDS-ORION-5Y,CDS Orion Holdings 5Y,CREDIT,,,90.432,,89.5277,91.3363,90.432,SPREAD,PRICING_LIB,2026-07-10T09:05:00Z
2026-07-13,CDS-ORION-5Y,CDS Orion Holdings 5Y,CREDIT,,,92.8094,,91.8813,93.7375,92.8094,SPREAD,PRICING_LIB,2026-07-13T09:05:00Z
2026-07-14,CDS-ORION-5Y,CDS Orion Holdings 5Y,CREDIT,,,93.0105,,92.0804,93.9406,93.0105,SPREAD,PRICING_LIB,2026-07-14T09:05:00Z
2026-07-15,CDS-ORION-5Y,CDS Orion Holdings 5Y,CREDIT,,,94.0492,,93.1087,94.9897,94.0492,SPREAD,PRICING_LIB,2026-07-15T09:05:00Z
2026-07-16,CDS-ORION-5Y,CDS Orion Holdings 5Y,CREDIT,,,94.4613,,93.5167,95.4059,94.4613,SPREAD,PRICING_LIB,2026-07-16T09:05:00Z
2026-07-17,CDS-ORION-5Y,CDS Orion Holdings 5Y,CREDIT,,,93.3382,,92.4048,94.2716,93.3382,SPREAD,PRICING_LIB,2026-07-17T09:05:00Z
2026-07-20,CDS-ORION-5Y,CDS Orion Holdings 5Y,CREDIT,,,92.6885,,91.7616,93.6154,92.6885,SPREAD,PRICING_LIB,2026-07-20T09:05:00Z
2026-07-21,CDS-ORION-5Y,CDS Orion Holdings 5Y,CREDIT,,,93.4209,,92.4867,94.3551,93.4209,SPREAD,PRICING_LIB,2026-07-21T09:05:00Z
2026-07-22,CDS-ORION-5Y,CDS Orion Holdings 5Y,CREDIT,,,96.5725,,95.6068,97.5382,96.5725,SPREAD,PRICING_LIB,2026-07-22T09:05:00Z
2026-07-23,CDS-ORION-5Y,CDS Orion Holdings 5Y,CREDIT,,,95.7555,,94.7979,96.7131,95.7555,SPREAD,PRICING_LIB,2026-07-23T09:05:00Z
2026-07-24,CDS-ORION-5Y,CDS Orion Holdings 5Y,CREDIT,,,94.6111,,93.665,95.5572,94.6111,SPREAD,PRICING_LIB,2026-07-24T09:05:00Z
2026-07-27,CDS-ORION-5Y,CDS Orion Holdings 5Y,CREDIT,,,94.9323,,93.983,95.8816,94.9323,SPREAD,PRICING_LIB,2026-07-27T09:05:00Z
2026-07-28,CDS-ORION-5Y,CDS Orion Holdings 5Y,CREDIT,,,98.379,,97.3952,99.3628,98.379,SPREAD,PRICING_LIB,2026-07-28T09:05:00Z
2026-07-29,CDS-ORION-5Y,CDS Orion Holdings 5Y,CREDIT,,,97.4722,,96.4975,98.4469,97.4722,SPREAD,PRICING_LIB,2026-07-29T09:05:00Z
2026-07-30,CDS-ORION-5Y,CDS Orion Holdings 5Y,CREDIT,,,96.8207,,95.8525,97.7889,96.8207,SPREAD,PRICING_LIB,2026-07-30T09:05:00Z
2026-07-31,CDS-ORION-5Y,CDS Orion Holdings 5Y,CREDIT,,,98.2022,,97.2202,99.1842,98.2022,SPREAD,PRICING_LIB,2026-07-31T09:05:00Z
2026-08-03,CDS-ORION-5Y,CDS Orion Holdings 5Y,CREDIT,,,100.2756,,99.2728,101.2784,100.2756,SPREAD,PRICING_LIB,2026-08-03T09:05:00Z
2026-08-04,CDS-ORION-5Y,CDS Orion Holdings 5Y,CREDIT,,,99.3147,,98.3216,100.3078,99.3147,SPREAD,PRICING_LIB,2026-08-04T09:05:00Z
2026-08-05,CDS-ORION-5Y,CDS Orion Holdings 5Y,CREDIT,,,99.0031,,98.0131,99.9931,99.0031,SPREAD,PRICING_LIB,2026-08-05T09:05:00Z
2026-07-03,CDS-VERTEX-5Y,CDS Vertex Industries 5Y,CREDIT,,,141.0,,139.59,142.41,141.0,SPREAD,PRICING_LIB,2026-07-03T09:05:00Z
2026-07-06,CDS-VERTEX-5Y,CDS Vertex Industries 5Y,CREDIT,,,142.5814,,141.1556,144.0072,142.5814,SPREAD,PRICING_LIB,2026-07-06T09:05:00Z
2026-07-07,CDS-VERTEX-5Y,CDS Vertex Industries 5Y,CREDIT,,,143.4566,,142.022,144.8912,143.4566,SPREAD,PRICING_LIB,2026-07-07T09:05:00Z
2026-07-08,CDS-VERTEX-5Y,CDS Vertex Industries 5Y,CREDIT,,,144.7469,,143.2994,146.1944,144.7469,SPREAD,PRICING_LIB,2026-07-08T09:05:00Z
2026-07-09,CDS-VERTEX-5Y,CDS Vertex Industries 5Y,CREDIT,,,146.5348,,145.0695,148.0001,146.5348,SPREAD,PRICING_LIB,2026-07-09T09:05:00Z
2026-07-10,CDS-VERTEX-5Y,CDS Vertex Industries 5Y,CREDIT,,,147.1485,,145.677,148.62,147.1485,SPREAD,PRICING_LIB,2026-07-10T09:05:00Z
2026-07-13,CDS-VERTEX-5Y,CDS Vertex Industries 5Y,CREDIT,,,147.3069,,145.8338,148.78,147.3069,SPREAD,PRICING_LIB,2026-07-13T09:05:00Z
2026-07-14,CDS-VERTEX-5Y,CDS Vertex Industries 5Y,CREDIT,,,146.7837,,145.3159,148.2515,146.7837,SPREAD,PRICING_LIB,2026-07-14T09:05:00Z
2026-07-15,CDS-VERTEX-5Y,CDS Vertex Industries 5Y,CREDIT,,,145.9055,,144.4464,147.3646,145.9055,SPREAD,PRICING_LIB,2026-07-15T09:05:00Z
2026-07-16,CDS-VERTEX-5Y,CDS Vertex Industries 5Y,CREDIT,,,146.2247,,144.7625,147.6869,146.2247,SPREAD,PRICING_LIB,2026-07-16T09:05:00Z
2026-07-17,CDS-VERTEX-5Y,CDS Vertex Industries 5Y,CREDIT,,,144.769,,143.3213,146.2167,144.769,SPREAD,PRICING_LIB,2026-07-17T09:05:00Z
2026-07-20,CDS-VERTEX-5Y,CDS Vertex Industries 5Y,CREDIT,,,143.8319,,142.3936,145.2702,143.8319,SPREAD,PRICING_LIB,2026-07-20T09:05:00Z
2026-07-21,CDS-VERTEX-5Y,CDS Vertex Industries 5Y,CREDIT,,,142.3145,,140.8914,143.7376,142.3145,SPREAD,PRICING_LIB,2026-07-21T09:05:00Z
2026-07-22,CDS-VERTEX-5Y,CDS Vertex Industries 5Y,CREDIT,,,145.2475,,143.795,146.7,145.2475,SPREAD,PRICING_LIB,2026-07-22T09:05:00Z
2026-07-23,CDS-VERTEX-5Y,CDS Vertex Industries 5Y,CREDIT,,,147.9831,,146.5033,149.4629,147.9831,SPREAD,PRICING_LIB,2026-07-23T09:05:00Z
2026-07-24,CDS-VERTEX-5Y,CDS Vertex Industries 5Y,CREDIT,,,149.7586,,148.261,151.2562,149.7586,SPREAD,PRICING_LIB,2026-07-24T09:05:00Z
2026-07-27,CDS-VERTEX-5Y,CDS Vertex Industries 5Y,CREDIT,,,149.6,,148.104,151.096,149.6,SPREAD,PRICING_LIB,2026-07-27T09:05:00Z
2026-07-28,CDS-VERTEX-5Y,CDS Vertex Industries 5Y,CREDIT,,,147.3779,,145.9041,148.8517,147.3779,SPREAD,PRICING_LIB,2026-07-28T09:05:00Z
2026-07-29,CDS-VERTEX-5Y,CDS Vertex Industries 5Y,CREDIT,,,147.8981,,146.4191,149.3771,147.8981,SPREAD,PRICING_LIB,2026-07-29T09:05:00Z
2026-07-30,CDS-VERTEX-5Y,CDS Vertex Industries 5Y,CREDIT,,,148.589,,147.1031,150.0749,148.589,SPREAD,PRICING_LIB,2026-07-30T09:05:00Z
2026-07-31,CDS-VERTEX-5Y,CDS Vertex Industries 5Y,CREDIT,,,149.2824,,147.7896,150.7752,149.2824,SPREAD,PRICING_LIB,2026-07-31T09:05:00Z
2026-08-03,CDS-VERTEX-5Y,CDS Vertex Industries 5Y,CREDIT,,,146.0107,,144.5506,147.4708,146.0107,SPREAD,PRICING_LIB,2026-08-03T09:05:00Z
2026-08-04,CDS-VERTEX-5Y,CDS Vertex Industries 5Y,CREDIT,,,150.1721,,148.6704,151.6738,150.1721,SPREAD,PRICING_LIB,2026-08-04T09:05:00Z
2026-08-05,CDS-VERTEX-5Y,CDS Vertex Industries 5Y,CREDIT,,,150.1368,,148.6354,151.6382,150.1368,SPREAD,PRICING_LIB,2026-08-05T09:05:00Z
2026-07-03,NKY-INDEX,Nikkei 225 Index,EQUITY,38140.0,,,,38132.372,38147.628,38140.0,LAST,PRICING_LIB,2026-07-03T09:05:00Z
2026-07-06,NKY-INDEX,Nikkei 225 Index,EQUITY,38142.3586,,,,38134.7301,38149.9871,38142.3586,LAST,PRICING_LIB,2026-07-06T09:05:00Z
2026-07-07,NKY-INDEX,Nikkei 225 Index,EQUITY,38244.3279,,,,38236.679,38251.9768,38244.3279,LAST,PRICING_LIB,2026-07-07T09:05:00Z
2026-07-08,NKY-INDEX,Nikkei 225 Index,EQUITY,38210.3207,,,,38202.6786,38217.9628,38210.3207,LAST,PRICING_LIB,2026-07-08T09:05:00Z
2026-07-09,NKY-INDEX,Nikkei 225 Index,EQUITY,38164.7958,,,,38157.1628,38172.4288,38164.7958,LAST,PRICING_LIB,2026-07-09T09:05:00Z
2026-07-10,NKY-INDEX,Nikkei 225 Index,EQUITY,38177.7383,,,,38170.1028,38185.3738,38177.7383,LAST,PRICING_LIB,2026-07-10T09:05:00Z
2026-07-13,NKY-INDEX,Nikkei 225 Index,EQUITY,38155.7867,,,,38148.1555,38163.4179,38155.7867,LAST,PRICING_LIB,2026-07-13T09:05:00Z
2026-07-14,NKY-INDEX,Nikkei 225 Index,EQUITY,38153.3819,,,,38145.7512,38161.0126,38153.3819,LAST,PRICING_LIB,2026-07-14T09:05:00Z
2026-07-15,NKY-INDEX,Nikkei 225 Index,EQUITY,38159.5963,,,,38151.9644,38167.2282,38159.5963,LAST,PRICING_LIB,2026-07-15T09:05:00Z
2026-07-16,NKY-INDEX,Nikkei 225 Index,EQUITY,38135.2398,,,,38127.6128,38142.8668,38135.2398,LAST,PRICING_LIB,2026-07-16T09:05:00Z
2026-07-17,NKY-INDEX,Nikkei 225 Index,EQUITY,38096.3323,,,,38088.713,38103.9516,38096.3323,LAST,PRICING_LIB,2026-07-17T09:05:00Z
2026-07-20,NKY-INDEX,Nikkei 225 Index,EQUITY,38149.6872,,,,38142.0573,38157.3171,38149.6872,LAST,PRICING_LIB,2026-07-20T09:05:00Z
2026-07-21,NKY-INDEX,Nikkei 225 Index,EQUITY,38053.4345,,,,38045.8238,38061.0452,38053.4345,LAST,PRICING_LIB,2026-07-21T09:05:00Z
2026-07-22,NKY-INDEX,Nikkei 225 Index,EQUITY,38087.2571,,,,38079.6396,38094.8746,38087.2571,LAST,PRICING_LIB,2026-07-22T09:05:00Z
2026-07-23,NKY-INDEX,Nikkei 225 Index,EQUITY,38128.4364,,,,38120.8107,38136.0621,38128.4364,LAST,PRICING_LIB,2026-07-23T09:05:00Z
2026-07-24,NKY-INDEX,Nikkei 225 Index,EQUITY,38113.3602,,,,38105.7375,38120.9829,38113.3602,LAST,PRICING_LIB,2026-07-24T09:05:00Z
2026-07-27,NKY-INDEX,Nikkei 225 Index,EQUITY,38151.9926,,,,38144.3622,38159.623,38151.9926,LAST,PRICING_LIB,2026-07-27T09:05:00Z
2026-07-28,NKY-INDEX,Nikkei 225 Index,EQUITY,38184.6997,,,,38177.0628,38192.3366,38184.6997,LAST,PRICING_LIB,2026-07-28T09:05:00Z
2026-07-29,NKY-INDEX,Nikkei 225 Index,EQUITY,38243.2976,,,,38235.6489,38250.9463,38243.2976,LAST,PRICING_LIB,2026-07-29T09:05:00Z
